"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote"
"DDD","3D Systems Corporation","5.59","$677.15M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ddd"
"MMM","3M Company","169.51","$97.64B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/mmm"
"WBAI","500.com Limited","2.98","$128.14M","2013","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/wbai"
"WUBA","58.com Inc.","55.67","$8.35B","2013","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/wuba"
"EGHT","8x8 Inc","17.19","$1.79B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/eght"
"AHC","A.H. Belo Corporation","1.56","$37.25M","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/ahc"
"AOS","A.O Smith Corporation","50.19","$8.1B","n/a","Consumer Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/aos"
"ATEN","A10 Networks, Inc.","8.54","$665.51M","2014","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/aten"
"AIR","AAR Corp.","20.52","$724.43M","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/air"
"AAN","Aaron&#39;s,  Inc.","57.42","$3.86B","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/aan"
"ABB","ABB Ltd","25.85","$55.02B","n/a","Consumer Durables","Electrical Products","https://old.nasdaq.com/symbol/abb"
"ABT","Abbott Laboratories","109.44","$193.77B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/abt"
"ABBV","AbbVie Inc.","93.95","$165.81B","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/abbv"
"ANF","Abercrombie & Fitch Company","12.7","$792.17M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/anf"
"AGD","Aberdeen Global Dynamic Dividend Fund","9.77","$122.61M","2006","n/a","n/a","https://old.nasdaq.com/symbol/agd"
"AWP","Aberdeen Global Premier Properties Fund","4.91","$419.35M","2007","n/a","n/a","https://old.nasdaq.com/symbol/awp"
"ACP","Aberdeen Income Credit Strategies Fund","10.23","$178.33M","2011","n/a","n/a","https://old.nasdaq.com/symbol/acp"
"JEQ","Aberdeen Japan Equity Fund, Inc. ","7.96","$106.73M","1992","n/a","n/a","https://old.nasdaq.com/symbol/jeq"
"ASGI","Aberdeen Standard Global Infrastructure Income Fund","19.45","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/asgi"
"AOD","Aberdeen Total Dynamic Dividend Fund","8.34","$879.29M","2007","n/a","n/a","https://old.nasdaq.com/symbol/aod"
"ABM","ABM Industries Incorporated","38.67","$2.58B","n/a","Finance","Diversified Commercial Services","https://old.nasdaq.com/symbol/abm"
"AKR","Acadia Realty Trust","11.47","$989.46M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/akr"
"ACEL","Accel Entertainment, Inc.","13.14","$1.15B","2017","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/acel"
"ACN","Accenture plc","247.18","$157.4B","2001","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/acn"
"ACCO","Acco Brands Corporation","6.8","$642.34M","n/a","Consumer Durables","Publishing","https://old.nasdaq.com/symbol/acco"
"ATV","Acorn International, Inc.","13.8063","$35.63M","2007","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/atv"
"AYI","Acuity Brands, Inc. ","110.91","$4.4B","n/a","Consumer Durables","Building Products","https://old.nasdaq.com/symbol/ayi"
"GOLF","Acushnet Holdings Corp.","36.05","$2.68B","2016","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/golf"
"ADX","Adams Diversified Equity Fund, Inc.","17.21","$1.87B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/adx"
"PEO","Adams Natural Resources Fund, Inc.","11.51","$342.75M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/peo"
"ADCT","ADC Therapeutics SA","39.84","$2.82B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/adct"
"AGRO","Adecoagro S.A.","5.08","$598.58M","2011","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/agro"
"ADNT","Adient plc","18.68","$1.75B","2016","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/adnt"
"ADT","ADT Inc.","10.86","$8.37B","2018","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/adt"
"ATGE","Adtalem Global Education Inc.","34.62","$1.8B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/atge"
"AAP","Advance Auto Parts Inc","158.1","$10.93B","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/aap"
"ADSW","Advanced Disposal Services, Inc.","29.99","$2.72B","2016","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/adsw"
"WMS","Advanced Drainage Systems, Inc.","58.67","$4.08B","2014","Capital Goods","Containers/Packaging","https://old.nasdaq.com/symbol/wms"
"ASIX","AdvanSix Inc.","13.86","$388.5M","2016","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/asix"
"AVK","Advent Convertible and Income Fund","14.57","$503.03M","2003","n/a","n/a","https://old.nasdaq.com/symbol/avk"
"ACM","AECOM","39.46","$6.33B","2007","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/acm"
"AEFC","Aegon Funding Company LLC","25.58","n/a","2019","Finance","Life Insurance","https://old.nasdaq.com/symbol/aefc"
"AEB","Aegon NV","24.82","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/aeb"
"AEG","Aegon NV","2.72","$5.58B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/aeg"
"AER","Aercap Holdings N.V.","29.78","$3.86B","2006","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/aer"
"AJRD","Aerojet Rocketdyne Holdings, Inc. ","41.58","$3.27B","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/ajrd"
"AMG","Affiliated Managers Group, Inc.","71.06","$3.31B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/amg"
"MGR","Affiliated Managers Group, Inc.","27.24","n/a","2019","Finance","Investment Managers","https://old.nasdaq.com/symbol/mgr"
"AFL","Aflac Incorporated","36.9","$26.31B","n/a","Finance","Accident &Health Insurance","https://old.nasdaq.com/symbol/afl"
"MITT","AG Mortgage Investment Trust, Inc.","2.82","$96.54M","2011","n/a","n/a","https://old.nasdaq.com/symbol/mitt"
"MITT^A","AG Mortgage Investment Trust, Inc.","14","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mitt^a"
"MITT^B","AG Mortgage Investment Trust, Inc.","13.88","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mitt^b"
"MITT^C","AG Mortgage Investment Trust, Inc.","13.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mitt^c"
"AGCO","AGCO Corporation","73.81","$5.53B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/agco"
"A","Agilent Technologies, Inc.","103.42","$31.93B","1999","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/a"
"AEM","Agnico Eagle Mines Limited","81.98","$19.81B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/aem"
"ADC","Agree Realty Corporation","66.66","$3.59B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/adc"
"AL","Air Lease Corporation","31.49","$3.58B","2011","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/al"
"AL^A","Air Lease Corporation","23.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/al^a"
"APD","Air Products and Chemicals, Inc.","310.31","$68.55B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/apd"
"ALP^Q","Alabama Power Company","27.93","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alp^q"
"ALG","Alamo Group, Inc.","116.25","$1.38B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/alg"
"AGI","Alamos Gold Inc.","10.1","$4.04B","2015","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/agi"
"ALK","Alaska Air Group, Inc.","40.47","$5B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/alk"
"AIN","Albany International Corporation","53.76","$1.74B","n/a","Basic Industries","Textiles","https://old.nasdaq.com/symbol/ain"
"ALB","Albemarle Corporation","99.65","$10.6B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/alb"
"ACI","Albertsons Companies, Inc.","14","$6.71B","2020","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/aci"
"AA","Alcoa Corporation","14.67","$2.73B","2016","Basic Industries","Aluminum","https://old.nasdaq.com/symbol/aa"
"ALC","Alcon Inc.","58","$28.37B","2019","Health Care","Ophthalmic Goods","https://old.nasdaq.com/symbol/alc"
"ALEX","Alexander & Baldwin, Inc.","12.4","$897.12M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/alex"
"ALX","Alexander&#39;s, Inc.","265.55","$1.36B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/alx"
"ARE","Alexandria Real Estate Equities, Inc.","170.37","$21.49B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/are"
"AQN","Algonquin Power & Utilities Corp.","14.19","$8.4B","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aqn"
"AQNA","Algonquin Power & Utilities Corp.","27.67","n/a","2018","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aqna"
"AQNB","Algonquin Power & Utilities Corp.","27.66","n/a","2019","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aqnb"
"BABA","Alibaba Group Holding Limited","296.07","$801.06B","2014","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/baba"
"Y","Alleghany Corporation","567.21","$8.12B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/y"
"ATI","Allegheny Technologies Incorporated","8.72","$1.11B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/ati"
"ALLE","Allegion plc","104.8","$9.67B","2013","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/alle"
"ALE","Allete, Inc.","54.45","$2.82B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ale"
"ADS","Alliance Data Systems Corporation","46.07","$2.2B","2001","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ads"
"AFB","Alliance National Municipal Income Fund Inc","13.86","$398.4M","2002","n/a","n/a","https://old.nasdaq.com/symbol/afb"
"AWF","Alliance World Dollar Government Fund II","10.93","$942.49M","1993","n/a","n/a","https://old.nasdaq.com/symbol/awf"
"AB","AllianceBernstein Holding L.P.","28.91","$2.78B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/ab"
"AIO","AllianzGI Artificial Intelligence & Tech Opp Fd","22.62","$776.39M","2019","n/a","n/a","https://old.nasdaq.com/symbol/aio"
"CBH","AllianzGI Convertible & Income 2024 Target Term Fund","9.27","$169.24M","2017","n/a","n/a","https://old.nasdaq.com/symbol/cbh"
"NCV","AllianzGI Convertible & Income Fund","4.94","$446.45M","2003","n/a","n/a","https://old.nasdaq.com/symbol/ncv"
"NCV^A","AllianzGI Convertible & Income Fund","26.33","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ncv^a"
"NCZ","AllianzGI Convertible & Income Fund II","4.43","$337.19M","2003","n/a","n/a","https://old.nasdaq.com/symbol/ncz"
"NCZ^A","AllianzGI Convertible & Income Fund II","26.07","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ncz^a"
"ACV","AllianzGI Diversified Income & Convertible Fund","27.55","$285.25M","2015","n/a","n/a","https://old.nasdaq.com/symbol/acv"
"NFJ","AllianzGI Dividend, Interest & Premium Strategy Fu","12.63","$1.2B","2005","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/nfj"
"NIE","AllianzGI Equity & Convertible Income Fund","25.8","$714.89M","2007","n/a","n/a","https://old.nasdaq.com/symbol/nie"
"ALSN","Allison Transmission Holdings, Inc.","37.19","$4.21B","2012","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/alsn"
"ALL","Allstate Corporation (The)","94.59","$29.54B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/all"
"ALL^B","Allstate Corporation (The)","26.62","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^b"
"ALL^G","Allstate Corporation (The)","28.16","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^g"
"ALL^H","Allstate Corporation (The)","26.99","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^h"
"ALL^I","Allstate Corporation (The)","26.97","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^i"
"ALLY","Ally Financial Inc.","23.55","$8.8B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/ally"
"ALLY^A","Ally Financial Inc.","24.66","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ally^a"
"PINE","Alpine Income Property Trust, Inc.","14.66","$109.29M","2019","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/pine"
"ALTG","Alta Equipment Group Inc.","8.86","$261.47M","2019","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/altg"
"ALTG.WS","Alta Equipment Group Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/altg.ws"
"ALIN^A","Altera Infrastructure L.P.","15.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alin^a"
"ALIN^B","Altera Infrastructure L.P.","16.61","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alin^b"
"ALIN^E","Altera Infrastructure L.P.","16.49","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alin^e"
"AYX","Alteryx, Inc.","125.95","$8.33B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ayx"
"ATUS","Altice USA, Inc.","28.65","$16.56B","2017","Consumer Services","Television Services","https://old.nasdaq.com/symbol/atus"
"MO","Altria Group","43.76","$81.32B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/mo"
"ACH","Aluminum Corporation of China Limited","6.15","$4.19B","2001","Basic Industries","Aluminum","https://old.nasdaq.com/symbol/ach"
"ALUS","Alussa Energy Acquisition Corp.","9.86","$354.34M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/alus"
"ALUS.U","Alussa Energy Acquisition Corp.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/alus.u"
"ALUS.WS","Alussa Energy Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alus.ws"
"AMBC","Ambac Financial Group, Inc.","12.65","$579.49M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ambc"
"AMBC.WS","Ambac Financial Group, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ambc.ws"
"ABEV","Ambev S.A.","2.38","$37.44B","2013","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/abev"
"AMC","AMC Entertainment Holdings, Inc.","7.04","$769.61M","2013","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/amc"
"AMCR","Amcor plc","11.43","$17.85B","2019","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/amcr"
"AEE","Ameren Corporation","80.23","$19.82B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/aee"
"AMRC","Ameresco, Inc.","31.32","$1.49B","2010","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/amrc"
"AMOV","America Movil, S.A.B. de C.V.","12.1984","$53.11B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/amov"
"AMX","America Movil, S.A.B. de C.V.","12.27","$53.42B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/amx"
"AAT","American Assets Trust, Inc.","25.76","$1.55B","2011","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aat"
"AXL","American Axle & Manufacturing Holdings, Inc.","8.51","$963.95M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/axl"
"ACC","American Campus Communities Inc","35","$4.82B","2004","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/acc"
"AEO","American Eagle Outfitters, Inc.","13.01","$2.15B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/aeo"
"AEP","American Electric Power Company, Inc.","80.31","$39.85B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aep"
"AEP^B","American Electric Power Company, Inc.","49.23","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aep^b"
"AEP^C","American Electric Power Company, Inc.","49.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aep^c"
"AEL","American Equity Investment Life Holding Company","24.1","$2.22B","2003","Finance","Life Insurance","https://old.nasdaq.com/symbol/ael"
"AEL^A","American Equity Investment Life Holding Company","24.16","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ael^a"
"AEL^B","American Equity Investment Life Holding Company","25.77","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ael^b"
"AXP","American Express Company","104.4","$84.06B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/axp"
"AFG","American Financial Group, Inc.","67.18","$5.95B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/afg"
"AFGB","American Financial Group, Inc.","27.46","n/a","2019","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/afgb"
"AFGC","American Financial Group, Inc.","26.6","$26.55M","2019","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/afgc"
"AFGD","American Financial Group, Inc.","27.1","n/a","2020","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/afgd"
"AFGH","American Financial Group, Inc.","25.3","n/a","2015","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/afgh"
"AMH","American Homes 4 Rent","29.35","$9.28B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/amh"
"AMH^D","American Homes 4 Rent","25.93","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/amh^d"
"AMH^E","American Homes 4 Rent","25.96","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/amh^e"
"AMH^F","American Homes 4 Rent","26.85","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/amh^f"
"AMH^G","American Homes 4 Rent","26.7139","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/amh^g"
"AMH^H","American Homes 4 Rent","27.94","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/amh^h"
"AIG","American International Group, Inc.","29.83","$25.7B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/aig"
"AIG.WS","American International Group, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aig.ws"
"AIG^A","American International Group, Inc.","27.27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aig^a"
"ARL","American Realty Investors, Inc.","9.24","$147.81M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/arl"
"ARA","American Renal Associates Holdings, Inc","6.68","$231.18M","2016","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/ara"
"AWR","American States Water Company","77.23","$2.85B","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/awr"
"AMT","American Tower Corporation (REIT)","256.5","$113.78B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/amt"
"AVD","American Vanguard Corporation","14.95","$451.18M","n/a","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/avd"
"AWK","American Water Works","144.15","$26.12B","2008","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/awk"
"COLD","Americold Realty Trust","38.75","$7.89B","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cold"
"AMP","AMERIPRISE FINANCIAL SERVICES, LLC","159.73","$19.21B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/amp"
"ABC","AmerisourceBergen Corporation (Holding Co)","98.29","$20.07B","n/a","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/abc"
"AMN","AMN Healthcare Services Inc","56.08","$2.64B","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/amn"
"AMRX","Amneal Pharmaceuticals, Inc.","3.86","$1.16B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/amrx"
"AP","Ampco-Pittsburgh Corporation","3.5215","$45.08M","n/a","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/ap"
"APH","Amphenol Corporation","112.96","$33.7B","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/aph"
"AXR","AMREP Corporation","4.7537","$38.7M","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/axr"
"HKIB","AMTD International Inc.","6.3","$1.55B","2019","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/hkib"
"AME","AMTEK, Inc.","103.08","$23.67B","n/a","Consumer Durables","Metal Fabrications","https://old.nasdaq.com/symbol/ame"
"PLAN","Anaplan, Inc.","61.31","$8.43B","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/plan"
"DYFN","Angel Oak Dynamic Financial Strategies Income Term Trust","18","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/dyfn"
"FINS","Angel Oak Financial Strategies Income Term Trust","16.74","$192.84M","2019","n/a","n/a","https://old.nasdaq.com/symbol/fins"
"AU","AngloGold Ashanti Limited","28.84","$12B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/au"
"BUD","Anheuser-Busch Inbev SA","59.56","$117.4B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/bud"
"NLY","Annaly Capital Management Inc","7.43","$10.42B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nly"
"NLY^D","Annaly Capital Management Inc","25.23","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nly^d"
"NLY^F","Annaly Capital Management Inc","23.11","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nly^f"
"NLY^G","Annaly Capital Management Inc","21.52","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nly^g"
"NLY^I","Annaly Capital Management Inc","23.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nly^i"
"AM","Antero Midstream Corporation","6.25","$2.98B","2017","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/am"
"AR","Antero Resources Corporation","2.9","$778.79M","2013","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ar"
"ANTM","Anthem, Inc.","279.97","$70.41B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/antm"
"ANH","Anworth Mortgage Asset  Corporation","1.76","$174.47M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/anh"
"ANH^A","Anworth Mortgage Asset  Corporation","23.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/anh^a"
"ANH^B","Anworth Mortgage Asset  Corporation","17.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/anh^b"
"ANH^C","Anworth Mortgage Asset  Corporation","21.9682","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/anh^c"
"AON","Aon plc","209.73","$48.58B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/aon"
"AIV","Apartment Investment and Management Company","36.68","$5.46B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aiv"
"APG","APi Group Corporation","14.48","$2.45B","2020","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/apg"
"ARI","Apollo Commercial Real Estate Finance","9.03","$1.33B","2009","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ari"
"APO","Apollo Global Management, Inc","48.47","$11.11B","2011","Finance","Investment Managers","https://old.nasdaq.com/symbol/apo"
"APO^A","Apollo Global Management, Inc","26.64","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/apo^a"
"APO^B","Apollo Global Management, Inc","27.18","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/apo^b"
"AFT","Apollo Senior Floating Rate Fund Inc.","12.83","$199.8M","2011","n/a","n/a","https://old.nasdaq.com/symbol/aft"
"AIF","Apollo Tactical Income Fund Inc.","12.77","$184.71M","2013","n/a","n/a","https://old.nasdaq.com/symbol/aif"
"APLE","Apple Hospitality REIT, Inc.","10.55","$2.36B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aple"
"AIT","Applied Industrial Technologies, Inc.","62.99","$2.44B","n/a","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/ait"
"ATR","AptarGroup, Inc.","122.26","$7.88B","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/atr"
"APTV","Aptiv PLC","90","$24.3B","2011","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/aptv"
"APTV^A","Aptiv PLC","113.36","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aptv^a"
"ARMK","Aramark","28.96","$7.33B","2013","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/armk"
"ABR","Arbor Realty Trust","11.35","$1.27B","2004","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/abr"
"ABR^A","Arbor Realty Trust","25.18","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/abr^a"
"ABR^B","Arbor Realty Trust","25.0164","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/abr^b"
"ABR^C","Arbor Realty Trust","25.5401","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/abr^c"
"ARC","ARC Document Solutions, Inc.","1.11","$48.67M","2004","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/arc"
"MT","ArcelorMittal","13.05","$14.27B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/mt"
"MTCN","ArcelorMittal","33.07","n/a","2020","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/mtcn"
"ARCH","Arch Resources, Inc.","38.36","$581.01M","2016","Energy","Coal Mining","https://old.nasdaq.com/symbol/arch"
"ADM","Archer-Daniels-Midland Company","45.74","$25.42B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/adm"
"AROC","Archrock, Inc.","6.52","$997.23M","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/aroc"
"ARNC","Arconic Corporation","22.55","$2.46B","2020","n/a","n/a","https://old.nasdaq.com/symbol/arnc"
"ARCO","Arcos Dorados Holdings Inc.","4.48","$928.54M","2011","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/arco"
"ACA","Arcosa, Inc.","47.82","$2.31B","2018","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/aca"
